,country,indicator,date,year_week,value,source_x,url,country_code,level,region,region_name,new_cases_x,tests_done,population,testing_rate,positivity_rate,testing_data_source,source_y,new_cases_y,number_sequenced,percent_cases_sequenced,valid_denominator,variant,number_detections_variant,number_sequenced_known_variant,percent_variant
58285,Ireland,Daily ICU occupancy,2021-09-12,2021-W36,59.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,9596.0,167265.0,4964440.0,3369.26219271459,5.73700415508325,TESSy,,,,,,,,,
58295,Ireland,Daily ICU occupancy,2021-09-13,2021-W37,58.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,8985.0,179067.0,4964440.0,3606.99293374479,5.01767494848297,TESSy,,,,,,,,,
58296,Ireland,Daily ICU occupancy,2021-09-14,2021-W37,60.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,8985.0,179067.0,4964440.0,3606.99293374479,5.01767494848297,TESSy,,,,,,,,,
58297,Ireland,Daily ICU occupancy,2021-09-15,2021-W37,65.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,8985.0,179067.0,4964440.0,3606.99293374479,5.01767494848297,TESSy,,,,,,,,,
58298,Ireland,Daily ICU occupancy,2021-09-16,2021-W37,67.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,8985.0,179067.0,4964440.0,3606.99293374479,5.01767494848297,TESSy,,,,,,,,,
58299,Ireland,Daily ICU occupancy,2021-09-17,2021-W37,73.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,8985.0,179067.0,4964440.0,3606.99293374479,5.01767494848297,TESSy,,,,,,,,,
58300,Ireland,Daily ICU occupancy,2021-09-18,2021-W37,66.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,8985.0,179067.0,4964440.0,3606.99293374479,5.01767494848297,TESSy,,,,,,,,,
58301,Ireland,Daily ICU occupancy,2021-09-19,2021-W37,63.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,8985.0,179067.0,4964440.0,3606.99293374479,5.01767494848297,TESSy,,,,,,,,,
58311,Ireland,Daily ICU occupancy,2021-09-20,2021-W38,65.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,9205.0,167876.0,4964440.0,3381.56972387621,5.48321380066239,TESSy,,,,,,,,,
58312,Ireland,Daily ICU occupancy,2021-09-21,2021-W38,63.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,9205.0,167876.0,4964440.0,3381.56972387621,5.48321380066239,TESSy,,,,,,,,,
58313,Ireland,Daily ICU occupancy,2021-09-22,2021-W38,63.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,9205.0,167876.0,4964440.0,3381.56972387621,5.48321380066239,TESSy,,,,,,,,,
58314,Ireland,Daily ICU occupancy,2021-09-23,2021-W38,59.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,9205.0,167876.0,4964440.0,3381.56972387621,5.48321380066239,TESSy,,,,,,,,,
58315,Ireland,Daily ICU occupancy,2021-09-24,2021-W38,61.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,9205.0,167876.0,4964440.0,3381.56972387621,5.48321380066239,TESSy,,,,,,,,,
58316,Ireland,Daily ICU occupancy,2021-09-25,2021-W38,65.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,9205.0,167876.0,4964440.0,3381.56972387621,5.48321380066239,TESSy,,,,,,,,,
58317,Ireland,Daily ICU occupancy,2021-09-26,2021-W38,65.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,9205.0,167876.0,4964440.0,3381.56972387621,5.48321380066239,TESSy,,,,,,,,,
58327,Ireland,Daily ICU occupancy,2021-09-27,2021-W39,66.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,8796.0,138962.0,4964440.0,2799.14753728517,6.32978799959701,TESSy,,,,,,,,,
58328,Ireland,Daily ICU occupancy,2021-09-28,2021-W39,63.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,8796.0,138962.0,4964440.0,2799.14753728517,6.32978799959701,TESSy,,,,,,,,,
58329,Ireland,Daily ICU occupancy,2021-09-29,2021-W39,60.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,8796.0,138962.0,4964440.0,2799.14753728517,6.32978799959701,TESSy,,,,,,,,,
58330,Ireland,Daily ICU occupancy,2021-09-30,2021-W39,59.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,8796.0,138962.0,4964440.0,2799.14753728517,6.32978799959701,TESSy,,,,,,,,,
58331,Ireland,Daily ICU occupancy,2021-10-01,2021-W39,59.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,8796.0,138962.0,4964440.0,2799.14753728517,6.32978799959701,TESSy,,,,,,,,,
58332,Ireland,Daily ICU occupancy,2021-10-02,2021-W39,56.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,8796.0,138962.0,4964440.0,2799.14753728517,6.32978799959701,TESSy,,,,,,,,,
58333,Ireland,Daily ICU occupancy,2021-10-03,2021-W39,60.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,8796.0,138962.0,4964440.0,2799.14753728517,6.32978799959701,TESSy,,,,,,,,,
58343,Ireland,Daily ICU occupancy,2021-10-04,2021-W40,64.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,9995.0,140389.0,4964440.0,2827.8919676741,7.11950366481704,TESSy,,,,,,,,,
58344,Ireland,Daily ICU occupancy,2021-10-05,2021-W40,65.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,9995.0,140389.0,4964440.0,2827.8919676741,7.11950366481704,TESSy,,,,,,,,,
58345,Ireland,Daily ICU occupancy,2021-10-06,2021-W40,70.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,9995.0,140389.0,4964440.0,2827.8919676741,7.11950366481704,TESSy,,,,,,,,,
58346,Ireland,Daily ICU occupancy,2021-10-07,2021-W40,69.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,9995.0,140389.0,4964440.0,2827.8919676741,7.11950366481704,TESSy,,,,,,,,,
58347,Ireland,Daily ICU occupancy,2021-10-08,2021-W40,73.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,9995.0,140389.0,4964440.0,2827.8919676741,7.11950366481704,TESSy,,,,,,,,,
58348,Ireland,Daily ICU occupancy,2021-10-09,2021-W40,74.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,9995.0,140389.0,4964440.0,2827.8919676741,7.11950366481704,TESSy,,,,,,,,,
58349,Ireland,Daily ICU occupancy,2021-10-10,2021-W40,74.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,9995.0,140389.0,4964440.0,2827.8919676741,7.11950366481704,TESSy,,,,,,,,,
58359,Ireland,Daily ICU occupancy,2021-10-11,2021-W41,75.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,12201.0,153303.0,4964440.0,3088.02201255328,7.95874836108882,TESSy,,,,,,,,,
58360,Ireland,Daily ICU occupancy,2021-10-12,2021-W41,73.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,12201.0,153303.0,4964440.0,3088.02201255328,7.95874836108882,TESSy,,,,,,,,,
58361,Ireland,Daily ICU occupancy,2021-10-13,2021-W41,69.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,12201.0,153303.0,4964440.0,3088.02201255328,7.95874836108882,TESSy,,,,,,,,,
58362,Ireland,Daily ICU occupancy,2021-10-14,2021-W41,70.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,12201.0,153303.0,4964440.0,3088.02201255328,7.95874836108882,TESSy,,,,,,,,,
58363,Ireland,Daily ICU occupancy,2021-10-15,2021-W41,73.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,12201.0,153303.0,4964440.0,3088.02201255328,7.95874836108882,TESSy,,,,,,,,,
58364,Ireland,Daily ICU occupancy,2021-10-16,2021-W41,71.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,12201.0,153303.0,4964440.0,3088.02201255328,7.95874836108882,TESSy,,,,,,,,,
58365,Ireland,Daily ICU occupancy,2021-10-17,2021-W41,74.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,12201.0,153303.0,4964440.0,3088.02201255328,7.95874836108882,TESSy,,,,,,,,,
58375,Ireland,Daily ICU occupancy,2021-10-18,2021-W42,73.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,15013.0,160630.0,4964440.0,3235.61167019845,9.34632384984125,TESSy,,,,,,,,,
58376,Ireland,Daily ICU occupancy,2021-10-19,2021-W42,74.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,15013.0,160630.0,4964440.0,3235.61167019845,9.34632384984125,TESSy,,,,,,,,,
58377,Ireland,Daily ICU occupancy,2021-10-20,2021-W42,86.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,15013.0,160630.0,4964440.0,3235.61167019845,9.34632384984125,TESSy,,,,,,,,,
58378,Ireland,Daily ICU occupancy,2021-10-21,2021-W42,88.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,15013.0,160630.0,4964440.0,3235.61167019845,9.34632384984125,TESSy,,,,,,,,,
58379,Ireland,Daily ICU occupancy,2021-10-22,2021-W42,90.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,15013.0,160630.0,4964440.0,3235.61167019845,9.34632384984125,TESSy,,,,,,,,,
58380,Ireland,Daily ICU occupancy,2021-10-23,2021-W42,93.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,15013.0,160630.0,4964440.0,3235.61167019845,9.34632384984125,TESSy,,,,,,,,,
58381,Ireland,Daily ICU occupancy,2021-10-24,2021-W42,97.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,15013.0,160630.0,4964440.0,3235.61167019845,9.34632384984125,TESSy,,,,,,,,,
58391,Ireland,Daily ICU occupancy,2021-10-25,2021-W43,99.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,16739.0,158195.0,4964440.0,3186.56283488168,10.5812446663927,TESSy,,,,,,,,,
58392,Ireland,Daily ICU occupancy,2021-10-26,2021-W43,97.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,16739.0,158195.0,4964440.0,3186.56283488168,10.5812446663927,TESSy,,,,,,,,,
58393,Ireland,Daily ICU occupancy,2021-10-27,2021-W43,101.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,16739.0,158195.0,4964440.0,3186.56283488168,10.5812446663927,TESSy,,,,,,,,,
58394,Ireland,Daily ICU occupancy,2021-10-28,2021-W43,99.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,16739.0,158195.0,4964440.0,3186.56283488168,10.5812446663927,TESSy,,,,,,,,,
58395,Ireland,Daily ICU occupancy,2021-10-29,2021-W43,97.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,16739.0,158195.0,4964440.0,3186.56283488168,10.5812446663927,TESSy,,,,,,,,,
58396,Ireland,Daily ICU occupancy,2021-10-30,2021-W43,92.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,16739.0,158195.0,4964440.0,3186.56283488168,10.5812446663927,TESSy,,,,,,,,,
58397,Ireland,Daily ICU occupancy,2021-10-31,2021-W43,93.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,16739.0,158195.0,4964440.0,3186.56283488168,10.5812446663927,TESSy,,,,,,,,,
58407,Ireland,Daily ICU occupancy,2021-11-01,2021-W44,91.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,25863.0,182561.0,4964440.0,3677.37348019112,14.1667716544059,TESSy,,,,,,,,,
58408,Ireland,Daily ICU occupancy,2021-11-02,2021-W44,90.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,25863.0,182561.0,4964440.0,3677.37348019112,14.1667716544059,TESSy,,,,,,,,,
58409,Ireland,Daily ICU occupancy,2021-11-03,2021-W44,86.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,25863.0,182561.0,4964440.0,3677.37348019112,14.1667716544059,TESSy,,,,,,,,,
58410,Ireland,Daily ICU occupancy,2021-11-04,2021-W44,90.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,25863.0,182561.0,4964440.0,3677.37348019112,14.1667716544059,TESSy,,,,,,,,,
58411,Ireland,Daily ICU occupancy,2021-11-05,2021-W44,76.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,25863.0,182561.0,4964440.0,3677.37348019112,14.1667716544059,TESSy,,,,,,,,,
58412,Ireland,Daily ICU occupancy,2021-11-06,2021-W44,74.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,25863.0,182561.0,4964440.0,3677.37348019112,14.1667716544059,TESSy,,,,,,,,,
58413,Ireland,Daily ICU occupancy,2021-11-07,2021-W44,75.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,25863.0,182561.0,4964440.0,3677.37348019112,14.1667716544059,TESSy,,,,,,,,,
58423,Ireland,Daily ICU occupancy,2021-11-08,2021-W45,78.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,28707.0,198079.0,4964440.0,3989.9565711339,14.4927024066155,TESSy,,,,,,,,,
58424,Ireland,Daily ICU occupancy,2021-11-09,2021-W45,83.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,28707.0,198079.0,4964440.0,3989.9565711339,14.4927024066155,TESSy,,,,,,,,,
58425,Ireland,Daily ICU occupancy,2021-11-10,2021-W45,89.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,28707.0,198079.0,4964440.0,3989.9565711339,14.4927024066155,TESSy,,,,,,,,,
58426,Ireland,Daily ICU occupancy,2021-11-11,2021-W45,97.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,28707.0,198079.0,4964440.0,3989.9565711339,14.4927024066155,TESSy,,,,,,,,,
58427,Ireland,Daily ICU occupancy,2021-11-12,2021-W45,96.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,28707.0,198079.0,4964440.0,3989.9565711339,14.4927024066155,TESSy,,,,,,,,,
58428,Ireland,Daily ICU occupancy,2021-11-13,2021-W45,107.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,28707.0,198079.0,4964440.0,3989.9565711339,14.4927024066155,TESSy,,,,,,,,,
58429,Ireland,Daily ICU occupancy,2021-11-14,2021-W45,106.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,28707.0,198079.0,4964440.0,3989.9565711339,14.4927024066155,TESSy,,,,,,,,,
58439,Ireland,Daily ICU occupancy,2021-11-15,2021-W46,117.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,31574.0,209431.0,4964440.0,4218.62284567847,15.0760871122231,TESSy,,,,,,,,,
58440,Ireland,Daily ICU occupancy,2021-11-16,2021-W46,114.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,31574.0,209431.0,4964440.0,4218.62284567847,15.0760871122231,TESSy,,,,,,,,,
58441,Ireland,Daily ICU occupancy,2021-11-17,2021-W46,119.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,31574.0,209431.0,4964440.0,4218.62284567847,15.0760871122231,TESSy,,,,,,,,,
58442,Ireland,Daily ICU occupancy,2021-11-18,2021-W46,118.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,31574.0,209431.0,4964440.0,4218.62284567847,15.0760871122231,TESSy,,,,,,,,,
58443,Ireland,Daily ICU occupancy,2021-11-19,2021-W46,118.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,31574.0,209431.0,4964440.0,4218.62284567847,15.0760871122231,TESSy,,,,,,,,,
58444,Ireland,Daily ICU occupancy,2021-11-20,2021-W46,121.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,31574.0,209431.0,4964440.0,4218.62284567847,15.0760871122231,TESSy,,,,,,,,,
58445,Ireland,Daily ICU occupancy,2021-11-21,2021-W46,125.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,31574.0,209431.0,4964440.0,4218.62284567847,15.0760871122231,TESSy,,,,,,,,,
58455,Ireland,Daily ICU occupancy,2021-11-22,2021-W47,126.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,30051.0,222328.0,4964440.0,4478.41045515708,13.5165161383182,TESSy,,,,,,,,,
58456,Ireland,Daily ICU occupancy,2021-11-23,2021-W47,130.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,30051.0,222328.0,4964440.0,4478.41045515708,13.5165161383182,TESSy,,,,,,,,,
58457,Ireland,Daily ICU occupancy,2021-11-24,2021-W47,132.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,30051.0,222328.0,4964440.0,4478.41045515708,13.5165161383182,TESSy,,,,,,,,,
58458,Ireland,Daily ICU occupancy,2021-11-25,2021-W47,126.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,30051.0,222328.0,4964440.0,4478.41045515708,13.5165161383182,TESSy,,,,,,,,,
58459,Ireland,Daily ICU occupancy,2021-11-26,2021-W47,118.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,30051.0,222328.0,4964440.0,4478.41045515708,13.5165161383182,TESSy,,,,,,,,,
58460,Ireland,Daily ICU occupancy,2021-11-27,2021-W47,121.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,30051.0,222328.0,4964440.0,4478.41045515708,13.5165161383182,TESSy,,,,,,,,,
58461,Ireland,Daily ICU occupancy,2021-11-28,2021-W47,117.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,30051.0,222328.0,4964440.0,4478.41045515708,13.5165161383182,TESSy,,,,,,,,,
58471,Ireland,Daily ICU occupancy,2021-11-29,2021-W48,115.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,32532.0,229544.0,4964440.0,4623.76421106912,14.1724462412435,TESSy,,,,,,,,,
58472,Ireland,Daily ICU occupancy,2021-11-30,2021-W48,122.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,32532.0,229544.0,4964440.0,4623.76421106912,14.1724462412435,TESSy,,,,,,,,,
58473,Ireland,Daily ICU occupancy,2021-12-01,2021-W48,117.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,32532.0,229544.0,4964440.0,4623.76421106912,14.1724462412435,TESSy,,,,,,,,,
58474,Ireland,Daily ICU occupancy,2021-12-02,2021-W48,117.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,32532.0,229544.0,4964440.0,4623.76421106912,14.1724462412435,TESSy,,,,,,,,,
58475,Ireland,Daily ICU occupancy,2021-12-03,2021-W48,110.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,32532.0,229544.0,4964440.0,4623.76421106912,14.1724462412435,TESSy,,,,,,,,,
58476,Ireland,Daily ICU occupancy,2021-12-04,2021-W48,114.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,32532.0,229544.0,4964440.0,4623.76421106912,14.1724462412435,TESSy,,,,,,,,,
58477,Ireland,Daily ICU occupancy,2021-12-05,2021-W48,110.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,32532.0,229544.0,4964440.0,4623.76421106912,14.1724462412435,TESSy,,,,,,,,,
58487,Ireland,Daily ICU occupancy,2021-12-06,2021-W49,110.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,31196.0,221244.0,4964440.0,4456.5751625561,14.1002693858365,TESSy,,,,,,,,,
58488,Ireland,Daily ICU occupancy,2021-12-07,2021-W49,117.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,31196.0,221244.0,4964440.0,4456.5751625561,14.1002693858365,TESSy,,,,,,,,,
58489,Ireland,Daily ICU occupancy,2021-12-08,2021-W49,118.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,31196.0,221244.0,4964440.0,4456.5751625561,14.1002693858365,TESSy,,,,,,,,,
58490,Ireland,Daily ICU occupancy,2021-12-09,2021-W49,115.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,31196.0,221244.0,4964440.0,4456.5751625561,14.1002693858365,TESSy,,,,,,,,,
58491,Ireland,Daily ICU occupancy,2021-12-10,2021-W49,110.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,31196.0,221244.0,4964440.0,4456.5751625561,14.1002693858365,TESSy,,,,,,,,,
58492,Ireland,Daily ICU occupancy,2021-12-11,2021-W49,111.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,31196.0,221244.0,4964440.0,4456.5751625561,14.1002693858365,TESSy,,,,,,,,,
58493,Ireland,Daily ICU occupancy,2021-12-12,2021-W49,109.0,Country_Website,https://data.gov.ie/dataset/icubishistorictimelinepublicview,IE,national,IE,Ireland,31196.0,221244.0,4964440.0,4456.5751625561,14.1002693858365,TESSy,,,,,,,,,
